Review,Date posted,Reference url
"Braveheart81 writes...Our car is progressing! Has recently moved from ""scheduled for production"" to ""in production"" and today a VIN and engine number have been added on the portal.Still listing 12 July as the expected date so hopefully it won't be far off that!What was your order date?",2020-Jun-12,whrl.pl/Rf5cOO
dad writes...What was your order date?Mine was 10/12/2019,2020-Jun-12,whrl.pl/Rf5cQ8
dad writes...What was your order date?9 January 2020,2020-Jun-12,whrl.pl/Rf5c0x
Mine was ordered in early March and has reached 'Scheduled for Production' as well.AWD Cruiser Hybrid.,2020-Jun-12,whrl.pl/Rf5c6v
"Braveheart81 writes...Our car is progressing! Has recently moved from ""scheduled for production"" to ""in production"" and today a VIN and engine number have been added on the portal.When was your production date? Can you get your VIN number before the car is produced?",2020-Jun-12,whrl.pl/Rf5c9L
adbo writes...When was your production date? Can you get your VIN number before the car is produced?The tracking site has the VIN number once the car moves into “in production”,2020-Jun-12,whrl.pl/Rf5c91
I have a batch/stock number from my dealer but can't find the post that tells you how to navigate the tracking site.What do I put in the User Code and Password sections?,2020-Jun-12,whrl.pl/Rf5ddb
"dad writes...I have a batch/stock number from my dealer but can't find the post that tells you how to navigate the tracking site.What do I put in the User Code and Password sections?The answer was provided to me by tel.tel writes...Anyone looking for their login for the tracking app, you require an order number which is the username and batch number which is the password. It seems most dealers are able to provide batch numbers, but the order number is not always easily found by them.The order number is in the SAP system which a manager or stock controller has access to. If the file for you car is brought up in this system, there is a tab called “sale1” and the order number is located on the lower left side.If you advise the dealer of these details they should be able to get this number for you. Multiple people have now had success using this information.Tracking website – https://webapps.toyota.com.au/apps/cwt/disclaimer.doYou are quoting significantly more words than you have written. Consider whether you need to quote at all — unless you are quoting to respond to a specific statement, it's usually easier to just mention who you're responding to. Otherwise, trim the quoted passages down as much as you can.",2020-Jun-12,whrl.pl/Rf5ddA
"Thanks for that, will have to contact dealer to get the order number.",2020-Jun-12,whrl.pl/Rf5dV1
dad writes...What do I put in the User Code and Password sections?User Code is your Retail Sales Order Number and the password is your Batch Number.,2020-Jun-12,whrl.pl/Rf5etn
Has anyone purchased snow chains for their crusier? Looks like there aren’t many options due to clearance.,2020-Jun-14,whrl.pl/Rf5gNF
"Does the Owners Manual say you can fit snowchains – insurance implications.We have always carried them for our AWD GXL's (around $200 used). You could hire them ""when required"" (eg: from BP Jindabyne if they have them, but ring first). If you have 2WD, chains are not normally required to be carried in Thredbo or Bullocks Flat ski tube. But chains can be ""required"" on the worst/blizzard days – with snow & ice even in Jindy. It's also worth researching snow & ice driving tips if you haven't done it before. Rules are different should you be going to Victoria.",2020-Jun-14,whrl.pl/Rf5g9M
"Yep, driven in the snow with chains a bit here and in NZ.The manual says 10mm clearance, and you can use them. We have the AWD Hybrid Crusier. Just finding all the sites only suggest two Konig types easy fit suv ($700) or spider chains which aren’t allowed at some Vic resorts.would really like to only spend 200-300 if possible.",2020-Jun-14,whrl.pl/Rf5hJ6
"V2 Traction snow chains are in that price range. With highway tyres the 12mm chain should work. 18 inch wheel should be okay, don't know about 19 inch tyre width. Try putting your hand across and behind the tyre to gauge the gap with suspension strut  – 22mm (or measure if possible).  V2 Traction chain sizing charts are online with one supplier in Qld.",2020-Jun-14,whrl.pl/Rf5icj
"tel writes...We have the same expected date.  There is a ship that docks 8/7 in Bris and 12/7 in Melb so I assume they will be on that.  Dealer is telling me 17/7 delivery so lines up.My status has just moved to ""In transit to Australia (imported vehicles only)"".",2020-Jun-15,whrl.pl/Rf5jH5
"Hi All, Looking at RAV4 Cruiser Hybrid AWD aswell. A dealer quoted 51K for it, we didnt negotiate as we just wanted to get a feel of the price and the sales person dealing with us. He also mentioned to us that coming July price is going up by 1300$. Also folding mirror upgrade is coming in Aug but if we put the order before June we cannot get this upgrade.This drove us to look at other SUV's, as in todays day at this price range that should be added in.What sort of price have others got for similar model recently I am based in WA. Reading through this thread i saw lowest was 46.5k approx.",2020-Jun-15,whrl.pl/Rf5ke2
Isn’t 51k above RRP? Does that include extra like a tow bar?,2020-Jun-15,whrl.pl/Rf5kfb
"In WA with Metallic paint RRP is about $51k – check it on Toyota website.  I'm from WA too and from experience if you ask for a price, most of them will just quote the RRP.  The question is how much you're able to bargain from there, from what I gather based on other recent posts, 5% discount is considered good nowadays.",2020-Jun-15,whrl.pl/Rf5kmL
I have read on this thread that due to long wait time dealers are allowing to cancel the orders. If this is the case do we need to put any condition when we make the offer. Trying to understand how this works.,2020-Jun-15,whrl.pl/Rf5koR
"tama2 writes...He also mentioned to us that coming July price is going up by 1300$. Also folding mirror upgrade is coming in Aug but if we put the order before June we cannot get this upgrade.Yeah calling bs on that. If you put the order in late June, I don’t imagine your car will be built for at least two to three months, minimum. Therefore you’ll get the FY20 price and also the folding mirrors. Even if you don’t get it, I imagine you can buy a genuine Toyota part yourself and get them to install it for less than $1.3k.",2020-Jun-15,whrl.pl/Rf5kqb
"When you sign up for the contract agree on a delivery date and include it as a condition.  The Terms and Conditions of Sale (just checked mine) has a ""Purchaser's right to terminate this contract"" section which contractually allows you to terminate it and get the deposit back.",2020-Jun-15,whrl.pl/Rf5krX
"becomes useful if they ""revalue"" your tradein, which they said can also be done (after many months waiting).",2020-Jun-16,whrl.pl/Rf5kMw
tama2 writes...Looking at RAV4 Cruiser Hybrid AWD aswell. A dealer quoted 51K for itInsane. Almost same price as midrange cars a class above.,2020-Jun-16,whrl.pl/Rf5lig
"Beard Face writes...Almost same price as midrange cars a class above.Unfortunately not Hybrid. The ""best valued"" option maybe the GXLH which can be had around $44k and delivered sooner.",2020-Jun-16,whrl.pl/Rf5lri
We just got quoted $48800 for AWD Cruise with tow and tinting drive away. Apparently the wait time is now down to around 3 months.  Also got told that would include the auto mirrors as well.,2020-Jun-16,whrl.pl/Rf5l5G
Best Price we got quoted for a fwd auto gx RAV4 hybrid is 37K with a one month waiting period (cancelled order)Any thoughts on whether this is a good price. Seem a little expensive to me.,2020-Jun-16,whrl.pl/Rf5ma7
bingk6 writes...Seem a little expensive to me.Based on what?,2020-Jun-16,whrl.pl/Rf5mdk
pafc1979 writes...We just got quoted $48800 for AWD Cruise with tow and tinting drive awayThat's a decent price IMO. Did you get any other accessories like car mats too ?,2020-Jun-16,whrl.pl/Rf5mkg
bingk6 writes...Best Price we got quoted for a fwd auto gx RAV4 hybrid is 37K with a one month waiting period (cancelled order)Any thoughts on whether this is a good price. Seem a little expensive to me.If you can get accessories thrown in then I think it’d be a good price.,2020-Jun-16,whrl.pl/Rf5mrO
pafc1979 writes...We just got quoted $48800 for AWD Cruise with tow and tinting drive away.This really good price. The dealer we spoke to mentioned that we would not get auto mirrors as thats only coming post Aug production run. Good to know this that we could get that included.,2020-Jun-16,whrl.pl/Rf5mFV
Beard Face writes...Insane. Almost same price as midrange cars a class above.We had a look at Lexus ux250 hybrid it would start from 65k-70k on-wards in 2.0L AWD option.,2020-Jun-16,whrl.pl/Rf5mF9
Yeah carpeted mats as well. 12 month rego.,2020-Jun-16,whrl.pl/Rf5mGQ
"Brian McGee writes...Based on what?Based on the fact that I was quoted 39K for a 2wd GXL Rav4 Hybrid some 8 months ago. I guess they had a price rise since then.Popple writes...If you can get accessories thrown in then I think it’d be a good price.They threw in white plates, a full tank of petrol and mats. The color is Glacier white, which I assume is metallic",2020-Jun-17,whrl.pl/Rf5nho
"The best price I got was $45.5k for an AWD cruiser in Sydney, but this was pre-Covid days. Includes car mats, which I understand should come free with any purchase anyway.",2020-Jun-17,whrl.pl/Rf5nhR
